Lex_Function	Keyword	Value
Real1	échéance	honorer 
Anti	échec	réussite
CausOper1	échec	mettre
Magn	échec	cinglant
Magn	échec	cuisant
Magn	échec	retentissant
Oper1	échec	connaître 
Oper1	échec	courir 
Oper1	échec	essuyer 
Oper1	échec	être 
Oper1	échec	se solder 
Oper1	échec	subir 
Oper2	échec	constituer 
QSyn	échec	bide
QSyn	échec	four
Sing	échec	partie
Sing	échec	pièce
Syn	échec	déconfiture
Syn	échec	flop
V0	échec	échouer
V0	échec	_prendre une veste_
V0	échec	_ramasser une veste_
Adv1	écho	en 
Magn	écho	large
Oper1	écho	faire 
Magn	échouer	lamentablement
Syn	échouer	_faire chou blanc_
Syn	échouer	_faire long feu_
Syn	échouer	_tomber à l’eau_
Syn	échouer	_tomber dans le lac_
CausFunc0	éclair	lancer 
Func0	éclair	déchire le ciel
Magn	éclair	aveuglant
Magn	éclair	éblouissant
Magn	éclair	grand
Oper1	éclairage	apporter 
Oper1	éclairage	jeter 
Oper1	éclaircissement	donner 
AntiVer	éclairé	borgne
Oper1	éclat	lancer 
AntiReal2	école	_faire l’école buissonnière_
Real2	école	être scolarisé
Real2	école	aller 
Syn	écolier	potache
Oper1	économie	faire 
Oper1	économie	réaliser 
CausFunc0	économies	faire 
QSyn	écoulement	filet
A1	écouter	à l’écoute 
AntiMagn	écouter	que d'une oreille 
Magn	écouter	attentivement
Magn	écouter	de toutes [...] oreilles
Magn	écouter	être suspendu aux lèvres 
Oper2	écran	porter 
Caus1Func0	écran de fumée	jeter
AntiBon	écrire	gribouiller
AntiBon	écrire	grifonner
AntiBon	écrire	comme un chat
AntiBon	écrire	comme un cochon
Pred	écrire	faire couler beaucoup d’encre
AntiBon	écriture	heurtée
AntiBon	écrivain	plumitif
Fact0	écrou	mord
Magn	éducation	solide
Oper1	éducation	dispenser 
Labor12	effet	avoir
Magn	effet	grand
Oper1	effet	avoir 
Oper1	effet	faire 
Oper1	effet	provoquer 
Oper1	effet	être 
Oper1	effet	produire 
V0	effet	agir 
Magn	efforcer, s’	échiner, s’
AntiVer	effort	vain
Func2	effort	être tourné
Magn	effort	gigantesque
Magn	effort	surhumain
Magn	effort	grand
Magn	effort	important
Magn	effort	vigoureux
Oper1	effort	faire 
Oper1	effort	fournir 
Oper1	effort	se livrer 
Magn	efforts	consécutifs
ContOper1	efforts	continuer
ContOper1	efforts	poursuivre
Magn	efforts	âpres
Magn	efforts	considérables
Magn	efforts	obstinés
Magn	efforts	patients
Oper1	efforts	déployer 
Oper1	efforts	entreprendre 
Oper1	efforts	investir 
V0	efforts	efforcer, s’
QSyn	effrayer	_faire froid dans le dos_
Syn	effronté	culotté
Syn	effronterie	gouaille
Oper1	égalité	être 
CausOper1	élan	donner
Fact0	électeur	se rendre aux urnes
Mult	électeur	électorat
Real2	élection	remporter 
CausFunc0	élections	tenir 
Real2	élections	gagner 
Real2	élections	remporter 
S1	élections	électeur
Oper1	élégance	respirer 
Magn	élégance	consommée
Magn	élégance	souveraine
Magn	élégance	superbe
Magn	élégance	suprême
Magn	élégant	comme un Florentin
Son	éléphant	barrir
Anti	éléphant	ciron
AntiBon	élève	cancre
AntiVer	éléver	dans du coton
QSyn	éliminé	_au tapis_
Magn	éliminer	d’office
S1	élire	électeur
Syn	élite	gratin
Syn	élite	_fine fleur_
Syn	élite	crème
Magn	éloge	dithyrambe
Oper1	éloge	faire 
QSyn	éloge	louange
V0	éloge	louer
AntiReal2	embargo	contourner 
AntiBon	embarras	pénible
CausFunc0	embarras	provoquer 
CausOper1	embarras	jeter
CausOper1	embarras	placer
CausOper1	embarras	plonger
Magn	embarras	grand
QSyn	embarrassé	penaud
CausFunc0	embouteillage	causer 
CausFunc0	embouteillage	faire 
Magn	embouteillage	inextricable
Real2	embouteillage	se faire prendre 
Syn	embouteillage	bouchon
Magn	embrasser	enlacer
Magn	embrasser	_à bouche-que-veux-tu_
Magn	embrasser	_à pleine bouche_
Magn	embrasser	fort
Magn	embrasser	furieusement
QSyn	embrasser	bécoter
S0	embrasser	accolade
Syn	embrasser	_sauter au cou_ 
Syn	embrasser	se pendre au cou
Syn	embrasser	étreindre 
Syn	embrasser	serrer [...] dans [...] bras
Syn	embrasser	_lécher la frimousse_
Syn	embrasser	_lécher la poire_
Syn	embrasser	_lécher la pomme_
Real2	embûche	tomber 
Real2	embuscade	tomber 
Labreal12	embuscade	prendre
Oper1	embuscade	être 
QSyn	embuscade	guet-apens
Real1	embuscade	donner 
LiquFunc0	émeute	reprimer 
IncepFunc0	émeute	éclate
Magn	émeute	violente
Syn	émission	diffusion 
QSyn	emmerder	_casser les pieds_ 
CausFunc0	émoi	soulever 
CausFunc0	émoi	susciter 
Magn	émoi	grand
Magn	émoi	vif
Magn	émotion	vive
Oper2	émotion	provoquer 
Magn	émouvoir	jusqu'aux larmes
Magn	émouvoir	profondément
QSyn	empêcher	entrâver
Oper1	emphase	mettre 
Labor12	emphase	mettre
IncepOper1	empire	prendre 
Oper1	empire	avoir 
Real1	empire	exercer 
Oper2	emploi	connaître
A2	emploi	d’
Caus1Oper1	emploi	trouver 
Caus1Oper1	emploi 	se placer
Oper1	emploi 	avoir 
Oper1	emploi 	tenir 
Magn	employer	largement
A2	employer	d’un emploi
S1	employer	employeur
S2	employer	employé
Syn	emporter, s’
	_prendre la mouche_
Oper1	empreinte	porter 
Syn	en avoir assez	en avoir marre
Syn	en avoir assez	en avoir par dessus la tête
Syn	en avoir assez	en avoir soupé 
Oper1	en bons termes	être 
Oper1	en bons termes	se tenir 
Syn	en d’autres mots	autrement dit
Syn	en d’autres mots	en d’autres termes
Magn	en ficher, s’	éperdument
Labor12	en joue	tenir 
Syn	en plus	brochant sur le tout
Magn	en prendre, s'	violemment
IncepOper1	enceinte	tomber 
Magn	enceinte	_jusqu’aux yeux_
LiquFunc0	encerclement	briser 
S1	enchères	comissaire-priseur
V0	encore	reprendre 
Syn	enculer	glisser la quenelle 
Syn	enculer	mettre la quenelle 
Magn	endetté	jusqu'au cou
Magn	endetté	lourdement
Magn	endormir, s'	comme une masse
Locin	endroit	dans
CausFunc0	énergie	dégager 
CausFunc0	énergie	émettre 
CausFunc0	énergie	libérer 
Real1	énergie	déployer 
V0	énergique	_avoir bouffé/mangé du lion_
QSyn	énervément	boules
QSyn	énerver	prendre la tête 
AntiVer	enfant	désobéissant
AntiVer	enfant	sot
Mult	enfant	floppée 
Ver	enfant	judicieux
Ver	enfant	raisonnable
Ver	enfant	sage
Ver	enfant	sensé
Anti	enfer	paradis
Locin	enfer	dans
Locin	enfer	en
Caus1Oper1	engagement	prendre 
Real1	engagement	respecter
Real1	engagement	tenir
Oper1	engueulade	administrer 
Magn	engueuler	comme du poisson pourri
Syn	engueuler	houspiller
S0	engueuler, s’	altercation verbale
Real2	énigme	résoudre 
Real2	énigme	trouver _le fin mot_ 
Syn	enivrer	griser
Magn	enjeu	majeur
Magn	ennemi	irréductible
AntiVer	ennemi	perfide

Magn	ennemi	juré
S0	ennemi	inimitié

Magn	ennui	mortel
CausFunc1	ennuis	attirer
Real1	ennuis	traîner
Syn	ennuis	tracas
Oper1	ennuis	avoir 
Magn	ennuis	graves
Magn	ennuyer, s’	à périr
Magn	ennuyer, s’	ferme
Magn	ennuyer, s’	profondément
Magn	ennuyeux	mortellement
Magn	ennuyeux	_comme la mort_
Magn	ennuyeux	_comme la pluie_
QSyn	énorme	colossal
Oper1	enquête	faire 
Oper1	enquête	réaliser 
Magn	enquête	approfondie
Magn	enquête	en profondeur
Oper1	enquête	effectuer 
Oper1	enquête	mener 
IncepOper1	enquête 	ouvrir 
IncepOper1	enrhumé	s’enrhumer
IncepOper1	enroué	enrouer, s’
AntiMagn	ensemble	petit
Magn	ensemble	vaste
Oper1	ensemble	appartenir 
Oper1	ensemble	former 
Pred	ensemble	aller de pair
S1	ensemble	élément
QSyn	enterrement	funérailles
QSyn	enterrement	obsèques
Syn	enterrement	inhumation 
V0	enterrement	enterrer
QSyn	enterrer	enfouir
QSyn	enterrer	porter [...] à [...] dernier repos]
Syn	enterrer	inhumer
Magn	enthousiasme	débordant
Oper1	entrée	faire 
CausFunc0	entreprise	monter 
Magn	entrer	en coup de vent
Magn	entrer	absolument
Syn	entrer	franchir le seuil
Oper1	entretien	mener 
Oper1	entretien	assurer 
Oper1	entretien	accorder 
Syn	entretuer, s’	étriper, s’
Oper1	entrevue	avoir 
Oper1	entrevue	faire 
Oper1	entrevue	mener 
Oper2	entrevue	avoir
Oper2	entrevue	faire
Func1	envie	prend 
IncepFunc1	envie	vient
AntiReal1	envie	résister 
Magn	envie	brûlante
Magn	envie	folle
Magn	envie	furieuse
Magn	envie	grande
Oper1	envie	avoir 
Real1	envie	assouvir 
Magn	envolée	fulgurante
Oper1	envolée	connaître 
AntiMagn	épaules	en bouteille de Saint-Galmier
AntiMagn	épaules	tombantes
Magn	épidémie	effroyable
IncepFunc0	épidémie	éclate
Real1	épithète	accoler 
Syn	époux	moitié
Oper2	épreuve	subir 
Labor12	épreuve	soumettre
AntiReal2	épreuve	résister
Labor12	épreuve	mettre
Magn	épreuve	rude
AntiReal2	épreuve	surmonter 
Real1	épreuves	revoir 
Magn	épris	follement
Syn	épris	amoureux
FinOper1	équilibre	perdre
LiquFunc0	équilibre	bouleverser 
Magn	équilibre	parfait
Oper1	érection	être 
V0	érection	bander
Magn	erreur	bourde
Caus1Func0	erreur	faire
Magn	erreur	flagrante
Adv1	erreur	à tort
CausOper1	erreur	induire 
V0	erreur	se tromper
A1	erreur	dans 
Adv1	erreur	par 
AntiBon	erreur	ennuyeuse
Magn	erreur	fatale
Magn	erreur	de taille
Magn	erreur	flagrante
Magn	erreur	grave
Magn	erreur	sérieuse
Oper1	erreur	commettre 
Oper1	erreur	commettre 
Syn	éructation	rot
IncepOper1	éruption	entrer 
Oper1	éruption	être 
Syn	escamoter	passer [...] à l’as
Oper1	esclandre	faire
Syn	escroquerie	arnaque
AntiBon	Espagnol	Espingoin
AntiReal2	espérance	decevoir 
Magn	espérer	ardemment
Magn	espérer	de tout [...] cœur
Magn	espérer	vivement
A1	espoir	dans 
AntiMagn	espoir	maigre
AntiMagn	espoir	mince
AntiMagn	espoir	ténu
AntiMagn	espoir	vague
AntiVer	espoir	chimérique
AntiVer	espoir	vain
Fact0	espoir	se réalise
FinOper1	espoir	abandonner
FinOper1	espoir	perdre
FinOper1	espoir	renoncer
Func2	espoir	réside
LiquFunc0	espoir	_couper court_ 
Oper1	espoir	avoir 
Oper1	espoir	caresser 
Oper1	espoir	nourrir 
V0	espoir	espérer
IncepOper1	essor	connaître 
IncepOper1	essor	prendre 
Magn	essor	fulgurant
Magn	essor	puissant
Magn	essor	considérable
A0	est	oriental
Oper1	estimation	faire 
AntiMagn	estime	faible
Magn	estime	grande
Magn	estime	vive
Oper1	estime	avoir 
Labor12	estime	tenir
A0	estomac	gastrique
Fact2	estomac	digérer
Magn	établir	solidement
QSyn	étalage	éventaire 
AntiReal1	étape	brûler 
AntiReal1	étape	omettre 
Locin	étape	dans
Locin	étape	lors 
Real1	étape	franchir 
Real1	étape	parcourir 
AntiBon	état	lamentable
IncepOper1	état	prendre 
AntiBon	état	mauvais
Bon	état	bon
Oper1	état	être 
Oper1	état	être 
Oper1	état	se trouver 
Bon	état	excellent
A2	état	de 
Oper1	état	être 
CausFunc0	état d’urgence	instaurer 
Magn	étayer	fortement
Syn	etc.	et patati, et patata
AntiBon	été	pourri
Magn	éteindre, s’	longuement
Locin	étendue	dans 
Locin	étendue	sur 
Magn	étendue	vaste
Magn	étonnement	grand
Oper2	étonnement	causer
Oper2	étonnement	produire
Oper2	étonnement	provoquer
QSyn	étonner, s’	faire les yeux ronds
Magn	étouffer	dans l’œuf
Magn	étranger	parfait
Oper1	être	d’attaque
Magn	être contre	vent debout
QSyn	être sur	_se tenir à carreaux_
Func2	étude	porte
A2	étude	à
Bon	étude	fine
Labor12	étude	mettre 
Magn	étude	profonde
Oper1	étude	conduire 
Oper1	étude	effectuer 
Oper1	étude	mener 
Magn	étude	approfondie
Magn	étude	poussée
Oper1	étude	faire 
FinOper1	études	finir
IncepOper1	études	entreprendre 
Oper1	études	faire 
Magn	études	solides
Magn	étudier	sous/sur toutes les coutures
Oper1	euthanasie	mettre en œuvre 
Syn	évanouir, s'	tomber dans les pommes
Syn	évanouir, s'	tourner de l'œil
Oper1	éveil	donner 
Magn	éventail	large
A1	évidence	évident
AntiReal2	évidence	nier
CausOper1	évidence	mettre 
Real2	évidence	se rendre 
S0	évident	évidence
Adv1	évident	_de toute évidence_
Pred	évident	Cela va de soi
QSyn	éviter	se dérober
Magn	éviter	soigneusement
Magn	éviter	de justesse
QSyn	éviter	se débiner
Magn	exagération	grosse
Anti	exagérer	atténuer
Anti	exagérer	minimiser
Anti	exagérer	sous-estimer
QSyn	exagérer	_en faire tout un plat_
QSyn	exagérer	_en faire un fromage_
Labor12	examen	mettre
Labor12	examen	soumettre
AntiReal2	examen	échouer
Oper2	examen	passer
Oper2	examen	subir
AntiReal2	examen	être collé 
AntiReal2	examen	rater 
Real2	examen	réussir 
Oper1	examen	faire 
Oper1	examen	faire 
AntiReal2	examen	échouer 
AntiReal2	examen	être recalé 
AntiReal2	examen	être refusé 
AntiReal2	examen	moffler 
Real2	examen	être reçu 
V0	examen	examiner
Magn	examiner	passer au peigne fin
Magn	examiner	à la loupe
Magn	examiner	minutieusement
Magn	examiner	sous/sur toutes les coutures
S0	examiner	examen
Magn	excellence	précellence
Syn	excellent	formidable
Oper1	exception	faire 
Oper2	exception	admettre 
Oper2	exception	souffrir 
CausFunc0	excitation	provoquer 
Syn	exciter	_monter la tête_ 
Oper1	exclamation	jeter 
Oper1	exclamation	lancer 
Oper1	exclamation	pousser 
V0	exclamation	exclamer
A0	excréments	fécal
Sing	excréments	étron
S2	excréter	excrément
Sinstr	excréter	cuvette (de toilette)
Sloc	excréter	chiotte
Syn	excréter	chier
CausFunc1	excuse	fournir
S0	excuser, s’	excuses
AntiBon	excuses	plates
V0	excuses	s’excuser
Oper1	excuses	exprimer 
Oper1	excuses	faire 
Oper1	excuses	présenter 
Oper2	excuses	recevoir 
Real2	excuses	accepter 
S0	exécuter	exécution 
S0	exécuter	exécution 
S0	exécuter	exécution 
Labor12	exécution	mettre 
Labor12	exécution	porter 
CausFunc1	exemple	citer
CausFunc1	exemple	donner
CausFunc1	exemple	fournir
A1	exemple	exemplaire
AntiBon	exemple	éculé
Bon	exemple	bel
Bon	exemple	efficace
CausOper1	exemple	prendre 
CausOper1	exemple	prendre 
Labor12	exemple	citer 
Oper1	exemple	constituer 
Oper1	exemple	être 
Oper1	exemple	offrir 
Oper1	exemple	servir 
Real1	exemple	prendre 
Real1	exemple	suivre 
Ver	exemple	courant
Ver	exemple	typique
CausFunc1	exercer	fascination
Oper1	exercice	mener 
V0	exercice	bouger le sang
QSyn	exigé	de mise
QSyn	exigé	de rigueur
CausFunc0	exigence	établir 
Magn	exigence	stricte
Magn	exigence	stricte
Oper1	existence	mener 
A1	expansion	en 
Magn	expansion	pleine
IncepOper1	expérience	acquérir
IncepOper1	expérience	tirer
Oper1	expérience	mener 
Bon	expérience	fructueuse
Magn	expérience	inoubliable
Oper1	expérience	faire 
Oper1	expérience	avoir 
Oper1	expérience	effectuer 
Oper1	expertise	mener 
Caus1Func0	explication	trouver
Func2	explication	trouver
QSyn	explication	éclaircissement
QSyn	expliquer	_éclairer la lanterne_ de NZ
A1	expliquer, s’	attribuable 
Syn	expliquer, s’	trouver
Oper1	exploitation	se livrer 
Magn	exploiter	à fond
Magn	exploiter	largement
Syn	explosion	déflagration
V0	explosion	exploser
Magn	explosion	violente
Magn	explosion	forte
Adv1	exposant	en 
Anti	exposant	indice
Oper1	exposé	faire 
QSyn	exposé	communication
QSyn	exposé	topo
Func0	exposition	se tient
CausFunc1	expression	donner 
IncepOper1	extase	tomber
CausOper1	extension	donner 
IncepOper1	extension	prendre 
S1	extravagant	hurluberlu
QSyn	extrêmement	en diable
S1	fable	fabuliste
Magn	fâché	à mort
Magn	fâcher	mettre
Magn	fâcher, se	tout rouge
Magn	fâcher, se	sérieusement
Magn	facile	comme bonjour_
Anti	facile	difficile
S1	facile	_mince affaire_
S1	facile	_petite bière_
Syn	facile	_de tout repos_
Syn	facilement	sans difficulté
Magn	facteur	essentiel
Magn	facteur	déterminant
Magn	facteur	important
CausOper1	facteur	mettre 
Magn	facture	salée
Caus1Func0	facture	établir
Caus1Func0	facture	facturer
Caus1Func0	facture	faire
Real2	facture	payer 
Real3	facture	regler
Magn	fagoté	comme l’as de piques
Oper1	faillite	déclarer 
Oper1	faillite	faire 
AntiReal1	faim	rester 
CausFunc1	faim	donner 
Magn	faim	terrible
Oper1	faim	avoir 
Oper1	faim	souffrir 
V0	faim	avoir la dalle
Magn	faim	de loup
Real1	faim	apaiser 
Real1	faim	assouvir 
Anti	faire	ne rien faire
Anti	faire beau	faire mauvais
QSyn	faire frire	griller
QSyn	faire frire	mijoter
QSyn	faire frire	rôtir
Sinstr	faire frire	poêle
Magn	faire froid	geler
Syn	faire froid	cailler
S0	faire l’amour	ébats amoureux
Sinstr	faire l’amour	organes sexuels
Sloc	faire l’amour	théâtre de  [...] ébats amoureux
Syn	faire l’amour	baiser
Syn	faire l’amour	niquer
Syn	faire l’amour	tringler
QSyn	faire les courses	_faire le marché_
Magn	faire noir	comme dans un four
QSyn	faire noir	faire sombre
Magn	falloir	absolument
Oper1	familiarité	faire preuve 
A1	famille	issu 
Oper1	famille	appartenir 
Magn	famine	endémique
Syn	fanatique	fana
Syn	fanatique	fondu
Func1	fantaisie	il [Cl-dat] prend 
Magn	fantaisie	inépuisable
Syn	fantassin	biffin
Oper1	farce	faire 
Magn	fardeau	lourd
QSyn	fardeau	poids
Real2	fardeau	porter 
Real2	fardeau	supporter 
CausFunc0	farine	moudre 
Syn	fasciste	facho
Syn	fasciste	faf
Anti	faste	néfaste
Func1	fatigue	habite 
Magn	fatigue	grande
Magn	fatigué	_au bout du rouleau_
Magn	fatigué	claqué
Magn	fatigué	crevé
Magn	fatigué	épuisé
Magn	fatigué	explosé
Magn	fatigué	fourbu
Magn	fatigué	lessivé
Magn	fatigué	raplapla
Magn	fatigué	à en mourir
Func1	faute	incomber 
Magn	faute	grave
Magn	faute	capitale
Magn	faute	vénielle
Oper1	faute	faire 
Oper1	faute	commettre 
A2	faute 	de 
AntiMagn	faute 	anodine
AntiMagn	faute 	petite
Bon	fauteuil	confortable
IncepReal1	fauteuil	s’affaler
IncepReal1	fauteuil	s’enfoncer
IncepReal1	fauteuil	se jeter
IncepReal1	fauteuil	se laisser choir
IncepReal1	fauteuil	se laisser tomber
Magn	fauteuil	grand
Magn	fauteuil	gros
Son	fauve	rugir
QSyn	faux	bidon
QSyn	faux	toc
AntiVer	faveur	passe-droit
Magn	faveur	grosse
Oper1	faveur	faire 
Oper1	faveurs	accorder 
QSyn	favorable	faste
Syn	favori	chouchou
Func0	fécondation	s’effectue
Func0	fécondation	s’opère
Func0	fécondation	se produit
Magn	fêler	sérieusement
Magn	félicitations	vives
Oper2	félicitations	recevoir 
Magn	féliciter	chaleureusement
S0	féliciter	félicitation
AntiBon	femme	chipie
AntiBon	femme	grognasse 
AntiBon	femme	pétasse 
AntiBon	femme	pouffe 
AntiBon	femme	pouffiasse 
Func2	fenêtre	donner 
CausFunc0	fente	faire 
Locin	ferme	à 
Magn	fermeté	inébranlable
Oper1	fermeture	procéder 
Magn	féroce	comme un tigre
S0	féroce	férocité
Magn	fessée	magistrale
Oper1	fessée	donner 
Oper1	fessée	filer 
Locin	fête	à
AntiMagn	feu	doux
CausOper1	feu	incendier 
IncepFunc0	feu	se déclenche 
Magn	feu	d’enfer
Magn	feu	nourri
Magn	feu	vif
Oper1	feu	faire 
Oper1	feu	échanger 
Oper2	feu	se trouver 
Oper2	feu	subir 
CausFunc1	feu	bouter 
CausFunc1	feu	mettre 
CausOper1	feu	allumer 
IncepFunc0	feu	se déclare 
IncepOper1	feu	ouvrir 
IncepOper1	feu	prendre 
AntiReal1	feu rouge	brûler 
Son	feuillage	murmurer
Labreal12	ficelle	ficeller
LiquFunc0	fichier	écraser 
LiquFunc0	fichier	supprimer 
Magn	fidèle	comme un chien
Magn	fidèle	jusqu’à bout
Syn	fidèle	lige
Magn	fidélité	à toute épreuve
Magn	fidélité	sans bornes
Magn	fier	rudement
Magn	fier	comme Artaban
Magn	fier	comme un paon
Magn	fier	comme un petit banc
Magn	fier	comme un bar-tabac
Magn	fierté	grande
S2	fierté	point
Magn	fièvre	carabinée
Magn	fièvre	de cheval
Magn	fièvre	forte
Magn	fièvre	grosse
Oper1	fièvre	avoir
Locin	figure	
Magn	figure	de proue
Magn	figure	marquante
Magn	filer	_à toute allure_
Magn	filer	_comme le vent_
S0	filer	filature
Fact2	filet	empêtre

Fact2	filet	emprisonne 

Fact2	filet	enserre
Fact2	filet	immobilise

QSyn	filet	nasse

AntiBon	film	navet
Sing	film	pose
Caus1Func0	film	tourner
Fact0	film	est à l’affiche
Fact0	film	est à l’écran
Fact0	film	passe
Fact0	film	se joue
Syn	fils	fiston
Caus1Oper1	fin	arriver
V0	fin	se terminer
CausFunc1	fin	mettre 
IncepOper1	fin	prendre 
Locin	fin	à 
Locin	fin	en 
Magn	fin	_comme la soie_
